youtube_url,mp4_filenames
https://www.youtube.com/watch?v=ASfIMgtO9cQ,tieng-co-bo-bay-luoi-bay-keo-va-moi-gia
https://www.youtube.com/watch?v=ptsCd81DQzo,tieng-co-lep-chuan
https://www.youtube.com/watch?v=Gqx9uFFEdro,tieng-co-lua-moi-chuan-danh-luoi-dem
https://www.youtube.com/watch?v=H9Z-orubnsg,tieng-chim-co-bo-quai-quai-goi-bay-am-thanh-dung-de-bay
https://www.youtube.com/watch?v=kkbCooLnbQs,tieng-co-trang-goi-bay
https://www.youtube.com/watch?v=xEH2TEmgDnw,tieng-chim-cong-keu-am-thanh-cong-goi-bay
https://www.youtube.com/watch?v=4mZiQh2ytvY,tieng-chim-cut-moi-chuan
https://www.youtube.com/watch?v=qUGlSugBx38,tieng-diec-xam-goi-bay-chuan
https://www.youtube.com/watch?v=dRIBFx3jzYs,tieng-diec-moi-chuan
https://www.youtube.com/watch?v=BqzwdQSx7ho,tieng-dieu-hau-moi
https://www.youtube.com/watch?v=nHxYN8SL4w8,tieng-dieu-hau-san-moi-duoi-chim-hieu-qua
https://www.youtube.com/watch?v=-Ouhohj6W5M,tieng-dai-bang-keu
https://www.youtube.com/watch?v=0VimSOWidDc,nhac-chuong-tieng-dai-bang-hay
https://www.youtube.com/watch?v=7mkdLy3_JkU,tieng-dai-bang-nui-chuan
https://www.youtube.com/watch?v=DIso2lWkSFU,tieng-cum-num-keu-chuan
https://www.youtube.com/watch?v=1671fFQxJHM,tieng-cum-num-thai-lan-goi-bay
https://www.youtube.com/watch?v=TY8E8rwc2RI,tieng-cum-num-mai-di-bay
https://www.youtube.com/watch?v=gBuYXzDBr8M,tieng-cum-num-moi-cuc-nhay
https://www.youtube.com/watch?v=e-8doqZQm1Y,tieng-ga-loi-hay
https://www.youtube.com/watch?v=gmGSaCTEFYE,tieng-ga-loi-rung-chuan
https://www.youtube.com/watch?v=3RgLuj07a4I,tieng-ga-loi-trang-goi-dan-chuan-nhat
https://www.youtube.com/watch?v=RH2pSBHejKk,tieng-ga-nuoc-tuc-cham-ve-dem
https://www.youtube.com/watch?v=SAR-ThbT-lE,tieng-ga-nuoc-mai-sieu-nhay
https://www.youtube.com/watch?v=qhy0LAtnHqk,tieng-ga-nuoc-moi-kem-tieng-vac-chuyen-danh-luoi-dem
https://www.youtube.com/watch?v=GMQF-fPNBBQ,tieng-ga-nuoc-an-do-sieu-hay
https://www.youtube.com/watch?v=eNOceo4-LfE,tieng-gay-cua-nhung-con-ga-tre
https://www.youtube.com/watch?v=uJJKnJfwEMI,tieng-ga-tre-rung-gay-hay
https://www.youtube.com/watch?v=svgwwu8GU20,tieng-ga-rung-gay-am-tho
https://www.youtube.com/watch?v=x0MFVnjt8Uk,tieng-ga-mai-rung-keu-kich-boi-cuc-nhay
https://www.youtube.com/watch?v=iVbtXFGRB-k,tieng-ga-rung-moi-gay-cuc-chuan
https://www.youtube.com/watch?v=bXPM0Jkr44I,tieng-ga-mai-rung-cuc-tac-goi-boi
https://www.youtube.com/watch?v=jHVymDEEYag,tieng-ga-trong-rung-gay-moi-chuan-danh-cho-loa-bay
https://www.youtube.com/watch?v=HMAk-_TU1NE,tieng-ga-so-hay-nhat
https://www.youtube.com/watch?v=_ncu1pcR-Pw,tieng-ga-so-nui-keu-moi-chuan
https://www.youtube.com/watch?v=ptuyycFsy8o,tieng-ga-so-moi-cuc-nhay
https://www.youtube.com/watch?v=UG1yKQnNAT8,tieng-chim-go-kien-keu-moi-chuan
https://www.youtube.com/watch?v=Kp4WmhHgLUw,tieng-chim-hai-au-keu-chuan
https://www.youtube.com/watch?v=HvGP6_jbPQs,tieng-chim-hoet-keu-am-chuan
https://www.youtube.com/watch?v=NKryMIy-LeI,tieng-chim-hoet-den-goi-dan-mo-loa-la-toi
https://www.youtube.com/watch?v=wzhBiEvB1do,giong-hot-chim-vang-anh-moi-chuan
https://www.youtube.com/watch?v=uUKHAiI-470,chim-vang-anh-mai-hot-giong-rung
https://www.youtube.com/watch?v=CWdUozs4TEc,tieng-chim-phuon-keu-goi-bay
https://www.youtube.com/watch?v=KgAfEEy6HhY,tieng-qua-keu-hay
https://www.youtube.com/watch?v=56qn5MRucpM,tieng-qua-keu-hai-huoc
https://www.youtube.com/watch?v=lCjyNW_fg10,qua-noi-tieng-nguoi-dang-cap
https://www.youtube.com/watch?v=JPqU6fVcUwU,nhac-chuong-tin-nhan-tieng-qua-keu
https://www.youtube.com/watch?v=A8t1Iq-pN_4,tieng-qua-keu-sound-effect
https://www.youtube.com/watch?v=QSYJ628H-DU,tieng-sam-cam-chuan
https://www.youtube.com/watch?v=-dKL0bFChhs,tieng-sam-cam-goi-bay-cuc-chuan
https://www.youtube.com/watch?v=k7l-d9KS0Sg,tieng-chim-te-te-goi-bay-chuan-tieng-chim-di-cu-tieng-chim-bay-luoi-dem
https://www.youtube.com/watch?v=VBcIVdNjZos,tieng-chim-te-te-mo-vang-chan-vang
https://www.youtube.com/watch?v=TCp05tx7LW4,tieng-chim-te-te-quach-moi-chuan
https://www.youtube.com/watch?v=pdTixHz2vGM,tieng-chim-ung-moi-chuan
https://www.youtube.com/watch?v=18ypWQS7w0g,tie-ng-chim-phuo-ng-hoa-ng-keu-go-i-da-n
https://www.youtube.com/watch?v=cLtIZabURLI,tieng-chim-phuong-hoang-dat-hot-dung-di-bay
https://www.youtube.com/watch?v=nEbo0pOClak,chim-nhong-hot-tieng-chuan
https://www.youtube.com/watch?v=l5z2l7GsBa4,day-chim-noi-nha-co-khach
https://www.youtube.com/watch?v=CsaBU-anN_M,tieng-chim-bo-cau-gay-keu-moi
https://www.youtube.com/watch?v=XDLLBDklc-8,tieng-chim-bo-cau-rung-moi-cuc-chuan
https://www.youtube.com/watch?v=6IyZLTIcy5U,tieng-duoi-chim-bo-cau-hieu-qua
https://www.youtube.com/watch?v=Q7m0v3b8UTQ,tieng-chim-bo-cau-gu-mai
https://www.youtube.com/watch?v=577ghS0Y11U,tieng-bo-cau-moi-cuc-nhay
https://www.youtube.com/watch?v=3QRbGccC6Ts,tieng-chim-bo-cau-goi-bay-chuan
https://www.youtube.com/watch?v=r42dNiScGGo,chim-re-quat-mua-dep-hot-hay
https://www.youtube.com/watch?v=f5hS4KqUx5o,tieng-chim-le-le-moi-nhat-cho-nhung-nguoi-danh-luoi-dem
https://www.youtube.com/watch?v=mSfbYbLoK2Y,tieng-le-le-nau-goi-bay-chuan-nhat
https://www.youtube.com/watch?v=mPgWyHF0NuM,tieng-chim-le-le-goi-bay-chuan
https://www.youtube.com/watch?v=wPNIKtX4Yb0,tieng-chim-hong-hanh-chuan-rung-viet-nam
https://www.youtube.com/watch?v=skmqtbBX9IM,tieng-chim-choc-quach-keu-chuan-nhu-moi-danh-chim-sap-bay
https://www.youtube.com/watch?v=RywjTOw_Rpw,tieng-chim-choc-quach-con-goi-me
https://www.youtube.com/watch?v=0voblNhzsSo,chim-hoa-tien-vip-hot-dau-giong-cuc-gat-kich-chim-rat-mau-noi
https://www.youtube.com/watch?v=cLsOEWzGMhk,tieng-chim-vang-nghe-goi-bay-kich-moi
https://www.youtube.com/watch?v=J3JJ1FMU2BM,tieng-chim-manh-manh-hot-hay
https://www.youtube.com/watch?v=q-rWv1aNAsI,tieng-chim-hec-xoan-moi-dau-dan-chuan
https://www.youtube.com/watch?v=NtcJAjzpbMI,tieng-chim-cham-cuc-hay
https://www.youtube.com/watch?v=1gGf29ZqjE8,tieng-chim-doi-mu-goi-bay-hay-nhat
https://www.youtube.com/watch?v=MKy7bmHkvVM,tieng-chim-oc-cao-moi-chuan
https://www.youtube.com/watch?v=MkAB_EZelvI,tieng-chim-mat-xeo-2023-thang-3-hieu-qua-an-chim-moi-nhat-danh-cho-tat-ca-ae-nam-dong-suong-gio
https://www.youtube.com/watch?v=kWCEoKcBXfg,tieng-chim-mat-xeo-moi
https://www.youtube.com/watch?v=ZP5jUk7xghc,tieng-chim-mat-xeo-goi-bay-moi-nhat-khong-tap-am-file-danh-dem
https://www.youtube.com/watch?v=JMp9elEbkKo,tieng-chim-hoet-den-keu-moi-chuan-2020
https://www.youtube.com/watch?v=pdTixHz2vGM,tieng-chim-ung-dai-bang-keu-moi-chuan-2020
https://www.youtube.com/watch?v=UK2B_rKDRSQ,tieng-bo-chao-lieu-tieu-lieu-dieu-goi-dan
https://www.youtube.com/watch?v=Kb6Ncuq4Sgk,chim-lieu-dieu-bo-chao-moi-tieng-chim-moi-chuan-cho-anh-em-san-bay-tung-nghe-an-0987478009
https://www.youtube.com/watch?v=s33DEPJsPco,tieng-chim-thien-duong
https://www.youtube.com/watch?v=GPGoAjGn2-w,tieng-keu-dong-vat-hinh-anh-va-tieng-keu-cua-con-chim-seu-sounds-and-image-of-crane
https://www.youtube.com/watch?v=D04L9aZei4E,tieng-chim-hong-tuoc-hot-hay-chuan
https://www.youtube.com/watch?v=KEZ9MNAhfrw,hoang-tuoc-hot-kich-boi-cuc-chat-dam-me-doc-la
https://www.youtube.com/watch?v=GnmCUN3sShs,tieng-choe-than-mai-kich-trong-cang-lua-moi-2019
https://www.youtube.com/watch?v=rjpIDOmdILw,choe-than-hot-hay-hot-dau-kich-boi-mo-mo-chim-chich-choe-than-chim-chia-voi-hot
https://www.youtube.com/watch?v=Grw2hNM_qDg,choe-than-mai-huyt-kem-thuc-trong-choe-than-mai-kich-trong-cang-lua-chim-chich-choe-than-mai-hot
https://www.youtube.com/watch?v=1E1E_heGwGo,tieng-chim-chia-voi-chich-choe-hot-chuan-2020
https://www.youtube.com/watch?v=0ABmwV8wbcc,chim-chia-voi-mai-nha-chim-canh-dat-viet
https://www.youtube.com/watch?v=PdngPDd7lxc,tieng-chim-chia-voi-moi-chuan-co-file-mp3
https://www.youtube.com/watch?v=IrKaDcR0-Ww,tie-ng-chim-chia-voi-tra-ng-go-i-ba-y-chua-n-nha-t
https://www.youtube.com/watch?v=sPT0YI3dxHg,tieng-chim-chia-voi-moi-chich-choe-than-moi-mp3
https://www.youtube.com/watch?v=I0EMsdTxo5Q,chim-chuoi-tieu-keu-cuu-chuan-moi-noog-nplib-koog-quaj
https://www.youtube.com/watch?v=wfNTKJ2t_HE,tieng-chim-ti-ni-mat-do-chuan-tieng-mat-do-keu-chuan-cau-ca-va-san-bay
https://www.youtube.com/watch?v=mjcSEOXD8fw,tieng-chim-nhat-hoa-cang-cuoc-2019
https://www.youtube.com/watch?v=W4plc_DUxJY,chim-bac-mase-da-goi-bay-hot-cuc-hay
https://www.youtube.com/watch?v=bHjFzio4Wnc,tieng-chim-ri-ri-vang-goi-bay-sieu-toc-do-file-1-kenh-bay-chim
https://www.youtube.com/watch?v=u89Kqf1ZOi0,tieng-chim-nhanbay-chim-ok
https://www.youtube.com/watch?v=V4bSXO8F83U,tieng-chim-ri-sac-o-moi-hot-chuan-bay-moi-nhat
https://www.youtube.com/watch?v=iJBESnQ_xiw,birds-society-tieng-chim-sac-nhat-abino-cuc-hay
https://www.youtube.com/watch?v=-_S2Kk4Wt0o,tieng-chim-hoanh-hoach-vang-chao-chao-dau-voi-chim-boi-rung-mp4-cuc-hay
https://www.youtube.com/watch?v=xFEBeXgv5pM,tieng-chim-sau-xanh-hot-vang-ko-tap-am
https://www.youtube.com/watch?v=IpeJ3CIzQ9Y,tieng-chim-sau-xanh-moi-hot-rung-troi
https://www.youtube.com/watch?v=8H91k1Z-HwM,tieng-chim-sau-xanh-mai-hot-mp3-dicaeidae-mp3
https://www.youtube.com/watch?v=kY7DR_ASeoY,tieng-chim-sau-dau-do-moi-tieng-chim-sau-dau-do-sau-dau-do-hot-tieng-hot-tv
https://www.youtube.com/watch?v=YUuLlHFmGIc,sau-dau-do-mai-ro-kich-trong-giong-moi-hay
https://www.youtube.com/watch?v=0YCEk65pKBc,ep-giong-ak-povik-sau-dau-do-chuyen-xanh-bird-redheaded-worm
https://www.youtube.com/watch?v=Tv4gnrOx-ms,tieng-chim-sau-dau-do-trong-hot-dau-cuc-cang
https://www.youtube.com/watch?v=fUe5oIvzBhs,tieng-chim-huyt-co-moi-chim-huyt-co-hot-goi-bay-kich-moi-chim-huyt-co
https://www.youtube.com/watch?v=S-dvruGsQuQ,tieng-chim-sau-dua-trong-mo-la-hot
https://www.youtube.com/watch?v=lGSKaaHnHUE,tieng-chim-sau-lac
https://www.youtube.com/watch?v=5WHZfsRNNKk,tieng-chim-hut-mat-nam-mau
https://www.youtube.com/watch?v=qqHiIoI9e9M,tieng-chim-hut-mat-5-mau-moi-cuc-sung-dung-bay-loa
https://www.youtube.com/watch?v=GiRXPamMSKc,tie-ng-hu-t-ma-t-5-ma-u-li-u-da-u-go-i-bo-i-hie-u-qua-nha-t-2021-1-hour
https://www.youtube.com/watch?v=csbtQAmZtBY,dinh-cao-cua-chim-hut-mat-7-mau-choi-qua-phe
https://www.youtube.com/watch?v=bkOcONAj8EE,tieng-chim-hut-mat-5-mau-mai-moi-cuc-chuan-dung-de-danh-loa
https://www.youtube.com/watch?v=9RD4rdNKRHg,tie-ng-xanh-ti-m-mo-i-chua-n-nha-t-2021-1-hour-khong-qua-ng-ca-o
https://www.youtube.com/watch?v=8juxDU5MV0c,cach-cham-soc-chim-xanh-tim-hot-dau-xanhtim-chimxanhtim
https://www.youtube.com/watch?v=cLsOEWzGMhk,tieng-chim-huyt-co-moi-goi-bay-kich-moi
https://www.youtube.com/watch?v=RgkUYKfRIFA,tieng-huyt-co-mai-siei-dam-dang-kich-trong-phe-khong-chiu-noi
https://www.youtube.com/watch?v=BkPJKjwGrPY,tieng-chim-huyt-co-moi-hot-dau-kich-chim-boi-moi-nhanh-hot
https://www.youtube.com/watch?v=G-yq6GlPMFU,tieng-huyt-co-mai-moi-sieu-kich-chuan-mp3-khong-tap-am-kich-trong-sieu-phe-co-lik-mp3-ben-duoi
https://www.youtube.com/watch?v=HGwBQg16lac,chim-chich-bong-chim-chich-bong-hot-cuc-hay-cotton-warbler
https://www.youtube.com/watch?v=41zlLBU7ckY,vanh-khuyen-liu-dau-kich-lua-vanh-khuyen-liu-dau-sieu-hay-khuyen-liu-kich-boi-khuyen-liu-bird
https://www.youtube.com/watch?v=15n0nuTUaCg,chim-khuyen-hot-dau-dac-sac-moi-nhat
https://www.youtube.com/watch?v=SrRkxlbp0No,khuyen-liu-kich-boi-vanh-khuyen-liu-dau-sieu-hay-kich-lua-vanh-khuyen-liu-dau-khuyen-liu-chim
https://www.youtube.com/watch?v=NPFCq4QfquM,khuyen-mai-kich-thich-chim-trong-hot-liu-vip
https://www.youtube.com/watch?v=6EASihqfGWI,vanh-khuyen-6-nam-long-hot-chuyen-hay-nhat-vung-tay-bac-nhai-giong-cac-loai-chim-khacs-ktb
https://www.youtube.com/watch?v=vwYrsyHWEJM,chim-khuyen-liu-hot-cuc-dinh
https://www.youtube.com/watch?v=JkU697a-rZ4,khuyen-mai-to-kich-boi-nhanh-cang-lua-moi-ngay-ktb
https://www.youtube.com/watch?v=4KbE1aVkN08,khuyen-liu-hot-nghe-cuc-phe-luyen-giong-khuyen-trong-liu-hot-moi-ngay
https://www.youtube.com/watch?v=EBYzmgGo_uA,khuyen-mai-to-kich-lua-nhanh-cang-liu-ben-file-danh-cho-boi-moc-da-on-dinh-thuc-len-liu-nhanh-ktb
https://www.youtube.com/watch?v=e-qwVfi7wTY,kich-khuyen-chuyen-xoe-file-khuyen-chuyen-tuan-mi
https://www.youtube.com/watch?v=cbAiz89hZfk,tieng-khuyen-moi-liu-goi-dan-mp3-tieng-chim-vanh-khuyen-bay
https://www.youtube.com/watch?v=h_hVN5k7v-I,luyen-khuyen-liu-choe-100-thanh-cong-giong-khuyen-moi-clb-chim-canh-dat-viet-ep09
https://www.youtube.com/watch?v=fdL0Tj-GNcM,khuyen-moc-keu-re-re
https://www.youtube.com/watch?v=tJ2wYYcXEmo,tieng-khuyen-moi-liu-du-boi-nghe-la-toi-danh-ktb
https://www.youtube.com/watch?v=GetMPEYe0Jk,tieng-khuyen-goi-bay
https://www.youtube.com/watch?v=DW5ap3WEd3k,choe-than-hot-chuan-giong-nui-rung-kich-choe-than-hot-dau-luyen-giong-choe-than-kacer-choethan
https://www.youtube.com/watch?v=pKpRcQ8So9Q,kich-choe-lua-hot-dau-choe-lua-hot-day-nhieu-giong-dap-duoi-san-cau-20-kich-lua-hot-cang-muraibatu
https://www.youtube.com/watch?v=5Csd7jHMt14,kich-lua-moi-hot-dau-cang-lua-choe-lua-giong-gat-kich-hot-uc-che-luyen-choe-lua-hot-dau-murai-batu
https://www.youtube.com/watch?v=yYg6uwuNR4Y,lua-mai-hot-cuc-hay-kich-trong-nhanh-len-lua-muraibatubetina-shamabird
https://www.youtube.com/watch?v=yCaTo_IKx1U,choe-lua-hot-nhieu-giong-hot-dau-kich-lua-muraibatu-shamabird
https://www.youtube.com/watch?v=UCqz1L4Iz40,luyen-choe-lua-hot-dau-nhieu-giong-rung-choe-lua-hot-cang-tach-dap-duoi-kich-choe-lua-hot-murai-batu
https://www.youtube.com/watch?v=BqZmOPk-eGw,tieng-choe-lua-tach-kich-boi-len-lua-cuc-nhanh-kich-chim-hot-dau-muraibatu-shamabird
https://www.youtube.com/watch?v=hsMndQO2rEQ,choe-lua-hot-nhieu-giong-lien-tuc-30-phut-white-rumped-shama-murai-batu
https://www.youtube.com/watch?v=h_cpxtbz364,choe-lua-hot-sang-nhieu-giong-kich-choe-lua-hot-muraibatu
https://www.youtube.com/watch?v=gPNMkiFlejQ,lm-kich-choe-lua-hot-nhieu-giong-kem-mai-hot-kich-trong-cang-lua-choe-lua-hot-kich-cuc-nhay-muraibat
https://www.youtube.com/watch?v=PGvI5Zr3WSc,luyen-choe-lua-hot-giong-day-dai-choe-lua-tach-kich-lua-hot-nhieu-giong-choe-lua-hot-hay-murai-batu
https://www.youtube.com/watch?v=kVfyC0QXVg8,choe-lua-hot-giong-dai-keo-thuoc-lao-giong-rung-murai-batu
https://www.youtube.com/watch?v=iU9bbIF-K4A,chich-choe-lua-hot-chuyen-cuc-hay-kich-boi-mau-cang-lua
https://www.youtube.com/watch?v=D6FWXJnNAxc,choe-than-hot-dau-cang-lua-giong-rung-10-nam-tuoi-long-tieng-choe-than-moi-song-lau-nhat-viet-nam
https://www.youtube.com/watch?v=DMbCWHsFtAo,chich-choe-than-hotchoe-than-trong-hot-mai-cuc-sungquynh-mai-channel
https://www.youtube.com/watch?v=NVIz6i5fygw,choe-than-moi-chuan-khong-tap-am-p3
https://www.youtube.com/watch?v=AqMQUmpo3Rs,choe-than-hot-dau-sieu-cang-lua-luyen-giong-choe-than-buoi-sang-suara-burung-kacer-gacor-2021
https://www.youtube.com/watch?v=92vbBy23QAg,choe-than-hot-giong-rung-tieng-chim-chich-choe-than-choe-than-hot-kich-boi-choe-than-hot
